,VCF0009z,VCF0004,VCF0706,VCF0707,VCF0708,VCF0301
54184,2.1712,2012.0,1. Democrat,,,1. Strong Democrat
54185,1.27,2012.0,1. Democrat,2. Republican,1. Democrat,6. Weak Republican
54186,1.6938,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54187,2.6915,2012.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
54188,0.6329,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54189,3.9049,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54190,1.8415,2012.0,1. Democrat,1. Democrat,,3. Independent - Democrat
54191,0.9184,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),1. Democrat,,4. Independent - Independent
54192,3.4291,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54193,0.1849,2012.0,1. Democrat,,,1. Strong Democrat
54194,0.2362,2012.0,2. Republican,,,6. Weak Republican
54195,2.1618,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54196,2.0331,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54197,1.5116,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54198,1.4256,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54199,0.9597,2012.0,1. Democrat,,,2. Weak Democrat
54200,2.9753,2012.0,1. Democrat,,1. Democrat,1. Strong Democrat
54201,0.8312,2012.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
54202,0.7088,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54203,1.0707,2012.0,2. Republican,,2. Republican,3. Independent - Democrat
54204,1.0501,2012.0,2. Republican,2. Republican,1. Democrat,6. Weak Republican
54205,0.6085,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54206,0.7042,2012.0,2. Republican,2. Republican,,6. Weak Republican
54207,0.2971,2012.0,1. Democrat,,,1. Strong Democrat
54208,0.8904,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54209,1.276,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54210,0.827,2012.0,1. Democrat,,,1. Strong Democrat
54211,3.8101,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54212,2.2129,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54213,0.7468,2012.0,2. Republican,2. Republican,1. Democrat,6. Weak Republican
54214,2.0837,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54215,1.6669,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54216,0.5371,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54217,1.332,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54218,1.8018,2012.0,1. Democrat,,1. Democrat,1. Strong Democrat
54219,0.9874,2012.0,,,,6. Weak Republican
54220,1.0387,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54221,1.8122,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54222,2.4223,2012.0,1. Democrat,,,1. Strong Democrat
54223,0.4226,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54224,2.1311,2012.0,2. Republican,2. Republican,,6. Weak Republican
54225,2.0209,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54226,2.2405,2012.0,1. Democrat,,,1. Strong Democrat
54227,2.8378,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54228,0.1988,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54229,0.4359,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54230,0.9471,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54231,1.1628,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54232,0.9675,2012.0,2. Republican,,,5. Independent - Republican
54233,2.6031,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54234,1.2741,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54235,0.2949,2012.0,2. Republican,,,2. Weak Democrat
54236,3.537,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54237,0.1472,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54238,1.7334,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54239,0.5933,2012.0,1. Democrat,,,1. Strong Democrat
54240,1.0307,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54241,1.8433,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54242,2.8413,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54243,3.2736,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54244,3.7322,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54245,2.4209,2012.0,1. Democrat,,,2. Weak Democrat
54246,0.564,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54247,0.8385,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54248,0.3409,2012.0,1. Democrat,,,2. Weak Democrat
54249,2.122,2012.0,1. Democrat,,,3. Independent - Democrat
54250,0.998,2012.0,,,,6. Weak Republican
54251,1.3618,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54252,2.1769,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54253,2.0181,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54254,1.9924,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54255,1.2791,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54256,1.6871,2012.0,2. Republican,,2. Republican,5. Independent - Republican
54257,0.7343,2012.0,,,,7. Strong Republican
54258,0.5154,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54259,0.342,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54260,1.3107,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54261,1.2908,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54262,1.1192,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54263,0.8494,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54264,1.7662,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54265,2.0066,2012.0,2. Republican,,,5. Independent - Republican
54266,1.9032,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54267,0.8776,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54268,0.2306,2012.0,1. Democrat,2. Republican,2. Republican,5. Independent - Republican
54269,0.3316,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54270,3.662,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54271,0.7393,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54272,1.2263,2012.0,2. Republican,,1. Democrat,2. Weak Democrat
54273,0.264,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54274,2.3557,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54275,2.4526,2012.0,2. Republican,1. Democrat,2. Republican,6. Weak Republican
54276,0.8898,2012.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
54277,0.0595,2012.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
54278,3.9445,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54279,0.3349,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54280,0.7455,2012.0,2. Republican,2. Republican,,5. Independent - Republican
54281,1.7127,2012.0,1. Democrat,,,1. Strong Democrat
54282,1.9652,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54283,1.9304,2012.0,2. Republican,2. Republican,,6. Weak Republican
54284,1.7517,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54285,3.3219,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54286,0.3532,2012.0,1. Democrat,1. Democrat,,2. Weak Democrat
54287,1.8584,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54288,1.7134,2012.0,2. Republican,,,2. Weak Democrat
54289,1.8307,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54290,1.1233,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54291,0.8299,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54292,1.015,2012.0,2. Republican,,,6. Weak Republican
54293,0.4709,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54294,0.6236,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54295,1.2779,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54296,1.3392,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54297,0.7533,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54298,0.9905,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54299,1.0056,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54300,0.7175,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),2. Republican,,5. Independent - Republican
54301,1.3267,2012.0,1. Democrat,,,1. Strong Democrat
54302,3.058,2012.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
54303,0.8521,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54304,3.5508,2012.0,2. Republican,,,5. Independent - Republican
54305,0.9954,2012.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
54306,0.7612,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54307,1.7362,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),2. Republican,2. Republican,4. Independent - Independent
54308,1.8485,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54309,0.7513,2012.0,,,,1. Strong Democrat
54310,1.9292,2012.0,1. Democrat,,1. Democrat,2. Weak Democrat
54311,1.9053,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),2. Republican,2. Republican,4. Independent - Independent
54312,0.7953,2012.0,1. Democrat,,,1. Strong Democrat
54313,0.7052,2012.0,2. Republican,1. Democrat,1. Democrat,4. Independent - Independent
54314,1.6232,2012.0,2. Republican,,2. Republican,5. Independent - Republican
54315,0.5886,2012.0,2. Republican,2. Republican,,6. Weak Republican
54316,2.3539,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54317,0.6752,2012.0,,,,7. Strong Republican
54318,2.9855,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54319,2.0446,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54320,0.5029,2012.0,1. Democrat,,,2. Weak Democrat
54321,0.6223,2012.0,1. Democrat,,,3. Independent - Democrat
54322,1.0927,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54323,2.0549,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54324,1.1165,2012.0,2. Republican,2. Republican,,7. Strong Republican
54325,1.7603,2012.0,1. Democrat,1. Democrat,2. Republican,3. Independent - Democrat
54326,1.3163,2012.0,2. Republican,1. Democrat,1. Democrat,2. Weak Democrat
54327,2.2464,2012.0,1. Democrat,,,4. Independent - Independent
54328,1.2474,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54329,0.4959,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54330,1.51,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54331,0.649,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54332,0.5724,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54333,0.7797,2012.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
54334,1.1463,2012.0,2. Republican,,,6. Weak Republican
54335,0.1714,2012.0,2. Republican,2. Republican,,6. Weak Republican
54336,1.7616,2012.0,1. Democrat,,,1. Strong Democrat
54337,0.4275,2012.0,1. Democrat,,1. Democrat,1. Strong Democrat
54338,1.1488,2012.0,2. Republican,2. Republican,,7. Strong Republican
54339,2.3392,2012.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
54340,0.3769,2012.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
54341,0.7085,2012.0,2. Republican,2. Republican,1. Democrat,6. Weak Republican
54342,1.1317,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54343,2.6784,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54344,1.9022,2012.0,2. Republican,2. Republican,,4. Independent - Independent
54345,2.2287,2012.0,1. Democrat,2. Republican,,5. Independent - Republican
54346,2.9806,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54347,0.2801,2012.0,,,,4. Independent - Independent
54348,1.5251,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54349,0.6347,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54350,1.3949,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54351,3.2714,2012.0,,,,4. Independent - Independent
54352,1.0523,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54353,2.0979,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54354,1.952,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54355,0.2295,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54356,0.1626,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54357,0.9237,2012.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
54358,1.4074,2012.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
54359,0.3444,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54360,1.2696,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54361,1.4213,2012.0,,,,
54362,1.0634,2012.0,1. Democrat,,1. Democrat,1. Strong Democrat
54363,1.1709,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54364,1.966,2012.0,1. Democrat,1. Democrat,,2. Weak Democrat
54365,0.9012,2012.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
54366,1.0594,2012.0,1. Democrat,1. Democrat,,4. Independent - Independent
54367,0.3207,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54368,0.2191,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54369,0.776,2012.0,2. Republican,2. Republican,1. Democrat,4. Independent - Independent
54370,2.5799,2012.0,2. Republican,,,6. Weak Republican
54371,0.588,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54372,1.4154,2012.0,1. Democrat,,,3. Independent - Democrat
54373,1.5477,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54374,0.4388,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54375,0.3968,2012.0,,,,1. Strong Democrat
54376,3.0015,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54377,0.9164,2012.0,2. Republican,2. Republican,1. Democrat,4. Independent - Independent
54378,2.2508,2012.0,,,,4. Independent - Independent
54379,0.618,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54380,1.5726,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54381,0.865,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54382,1.5824,2012.0,1. Democrat,1. Democrat,,4. Independent - Independent
54383,2.0956,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54384,2.0193,2012.0,1. Democrat,,,1. Strong Democrat
54385,0.3909,2012.0,2. Republican,1. Democrat,2. Republican,7. Strong Republican
54386,0.9695,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),,,4. Independent - Independent
54387,1.3822,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54388,0.3922,2012.0,2. Republican,2. Republican,1. Democrat,6. Weak Republican
54389,0.7877,2012.0,2. Republican,2. Republican,,6. Weak Republican
54390,2.3693,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54391,1.2095,2012.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
54392,2.879,2012.0,,,,2. Weak Democrat
54393,1.3509,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54394,1.5245,2012.0,2. Republican,1. Democrat,,5. Independent - Republican
54395,0.2027,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54396,0.6366,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),1. Democrat,,4. Independent - Independent
54397,0.9881,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54398,0.9313,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54399,2.4376,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54400,2.1479,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54401,0.2974,2012.0,2. Republican,2. Republican,2. Republican,2. Weak Democrat
54402,1.7889,2012.0,2. Republican,2. Republican,,6. Weak Republican
54403,0.4023,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54404,0.6589,2012.0,2. Republican,2. Republican,,5. Independent - Republican
54405,1.245,2012.0,1. Democrat,2. Republican,,1. Strong Democrat
54406,0.8841,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54407,1.9066,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),1. Democrat,,4. Independent - Independent
54408,1.6151,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54409,1.6117,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),,1. Democrat,4. Independent - Independent
54410,1.53,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54411,0.9885,2012.0,,,,1. Strong Democrat
54412,2.3883,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54413,3.4282,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54414,0.7291,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54415,1.7465,2012.0,1. Democrat,2. Republican,,1. Strong Democrat
54416,0.6714,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54417,1.3379,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54418,0.17,2012.0,1. Democrat,2. Republican,1. Democrat,2. Weak Democrat
54419,2.1771,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54420,1.7747,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54421,1.5247,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54422,0.3168,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54423,3.7963,2012.0,1. Democrat,,,2. Weak Democrat
54424,1.6295,2012.0,2. Republican,2. Republican,,5. Independent - Republican
54425,1.1264,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54426,1.627,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54427,1.6878,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54428,0.8672,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54429,0.5568,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54430,2.0224,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54431,0.8017,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54432,1.0506,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54433,1.1069,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54434,1.5348,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54435,1.1524,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54436,3.7547,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54437,0.5781,2012.0,1. Democrat,,,1. Strong Democrat
54438,1.1538,2012.0,1. Democrat,,,1. Strong Democrat
54439,0.8309,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54440,0.0794,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54441,2.1476,2012.0,1. Democrat,,,2. Weak Democrat
54442,2.0889,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54443,0.7261,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54444,1.0672,2012.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
54445,1.8362,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54446,1.008,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54447,1.2349,2012.0,1. Democrat,2. Republican,1. Democrat,1. Strong Democrat
54448,1.0694,2012.0,,,,2. Weak Democrat
54449,0.7869,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54450,1.9192,2012.0,1. Democrat,2. Republican,,1. Strong Democrat
54451,0.8804,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54452,2.7963,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54453,1.1604,2012.0,,,,4. Independent - Independent
54454,2.189,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54455,1.4482,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),1. Democrat,1. Democrat,3. Independent - Democrat
54456,3.4777,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54457,1.1244,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54458,1.8839,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54459,0.1482,2012.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
54460,1.5836,2012.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
54461,1.7697,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54462,1.4605,2012.0,2. Republican,,2. Republican,4. Independent - Independent
54463,1.0571,2012.0,2. Republican,1. Democrat,1. Democrat,4. Independent - Independent
54464,0.2632,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54465,0.9811,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54466,1.5653,2012.0,1. Democrat,2. Republican,1. Democrat,2. Weak Democrat
54467,2.1771,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),2. Republican,2. Republican,6. Weak Republican
54468,0.8939,2012.0,,,,7. Strong Republican
54469,0.3079,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54470,1.6468,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54471,1.7384,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54472,3.9177,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54473,3.6744,2012.0,2. Republican,,,4. Independent - Independent
54474,0.8338,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54475,1.2691,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54476,1.8663,2012.0,2. Republican,2. Republican,,7. Strong Republican
54477,0.9723,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54478,0.5451,2012.0,1. Democrat,,,4. Independent - Independent
54479,1.4876,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54480,1.298,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),1. Democrat,,2. Weak Democrat
54481,2.1542,2012.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
54482,2.2777,2012.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
54483,0.7259,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54484,0.998,2012.0,2. Republican,2. Republican,,7. Strong Republican
54485,0.8978,2012.0,1. Democrat,,1. Democrat,6. Weak Republican
54486,1.1234,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54487,1.0019,2012.0,4. Other (incl. 3d/minor party candidates and write-ins),1. Democrat,,4. Independent - Independent
54488,0.4432,2012.0,1. Democrat,,1. Democrat,1. Strong Democrat
54489,1.1712,2012.0,2. Republican,2. Republican,,4. Independent - Independent
54490,2.6395,2012.0,1. Democrat,,,2. Weak Democrat
54491,0.6391,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54492,0.42,2012.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
54493,2.5467,2012.0,1. Democrat,1. Democrat,,3. Independent - Democrat
54494,1.0539,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54495,0.2138,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54496,0.4855,2012.0,,,,3. Independent - Democrat
54497,0.7423,2012.0,2. Republican,,2. Republican,7. Strong Republican
54498,1.1386,2012.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
54499,0.78,2012.0,2. Republican,2. Republican,,5. Independent - Republican
54500,1.4272,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
54501,0.5916,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54502,4.5794,2012.0,1. Democrat,,,2. Weak Democrat
54503,0.4296,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54504,1.8616,2012.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
54505,0.6187,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54506,0.7956,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54507,0.861,2012.0,2. Republican,1. Democrat,2. Republican,7. Strong Republican
54508,1.6646,2012.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
54509,1.2679,2012.0,,,,2. Weak Democrat
54510,1.0492,2012.0,,,,3. Independent - Democrat
54511,0.9762,2012.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
54512,1.4026,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54513,0.0705,2012.0,1. Democrat,1. Democrat,,6. Weak Republican
54514,0.5278,2012.0,2. Republican,1. Democrat,,6. Weak Republican
54515,0.3444,2012.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
54516,0.9911,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54517,1.4232,2012.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
54518,2.5124,2012.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
54519,0.7912,2012.0,1. Democrat,1. Democrat,,1. Strong Democrat
54520,0.6355,2012.0,1. Democrat,1. Democrat,1. Democrat,4. Independent - Independent
54521,0.6961,2012.0,1. Democrat,,,1. Strong Democrat
54522,4.1465,2012.0,,,,4. Independent - Independent
54523,2.615,2012.0,1. Democrat,2. Republican,,4. Independent - Independent
54524,0.3121,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54525,0.5643,2012.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
54526,1.1609,2012.0,,,,5. Independent - Republican
54527,0.9908,2012.0,2. Republican,1. Democrat,1. Democrat,1. Strong Democrat
54528,0.6786,2012.0,1. Democrat,1. Democrat,1. Democrat,6. Weak Republican
54529,1.121,2012.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
